model,type,family,run_idx,sentence,reason
claude-sonnet-4.6-think,LRM,claude,27,The house the architect the company the client hired employed designed was beautiful.,wrong length: 13 words (expected 12 or 15)
claude-sonnet-4.6-think,LRM,claude,28,The rat the cat the dog the man owned chased killed ate the malt.,wrong length: 14 words (expected 12 or 15)
claude-sonnet-4.6-think,LRM,claude,28,The book the student the teacher the professor praised taught read won an award.,wrong length: 14 words (expected 12 or 15)
claude-sonnet-4.6-think,LRM,claude,28,The song the musician the producer the label signed discovered recorded became famous.,wrong length: 13 words (expected 12 or 15)
claude-sonnet-4.6-think,LRM,claude,30,The dog the cat the rat the mouse the flea bit chased caught killed barked.,"pos 3 is ""cat"", expected det (the/a)"
claude-sonnet-4.6-think,LRM,claude,30,The man the woman the child the baby the nurse fed held loved married smiled.,"pos 3 is ""woman"", expected det (the/a)"
claude-sonnet-4.6-think,LRM,claude,30,The paper the researcher the professor the committee the board selected appointed supervised wrote won.,"pos 3 is ""researcher"", expected det (the/a)"
claude-sonnet-4.6-think,LRM,claude,30,The award the athlete the coach the trainer the doctor examined helped trained won inspired.,"pos 3 is ""athlete"", expected det (the/a)"
claude-sonnet-4.6-think,LRM,claude,30,The song the singer the producer the manager the agent contacted hired coached recorded became a hit.,wrong length: 17 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,5,The book that the student that the teacher praised studied fascinated everyone.,"pos 2 is ""that"", expected det (the/a)"
deepseek-r1,LRM,deepseek,5,The painting that the artist that the gallery featured created won a prize.,wrong length: 13 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,5,The code that the developer that the company hired wrote functioned perfectly.,"pos 2 is ""that"", expected det (the/a)"
deepseek-r1,LRM,deepseek,5,The meal that the chef that the critic admired prepared delighted diners.,"pos 2 is ""that"", expected det (the/a)"
deepseek-r1,LRM,deepseek,5,The house that the builder that the architect designed constructed stood sturdily.,"pos 2 is ""that"", expected det (the/a)"
deepseek-r1,LRM,deepseek,7,"The sun, the clouds, the rain, the rainbow appeared, poured, drifted, shone.",pattern mismatch
deepseek-r1,LRM,deepseek,10,The painting that the curator that the artist that the gallery sponsored admired purchased became famous.,wrong length: 16 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,10,The software that the developer that the company that the investor funded hired designed transformed the industry.,wrong length: 17 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,11,The dog chases the ball and the ball rolls.,coordination (and/or)
deepseek-r1,LRM,deepseek,11,The wind shakes the leaves and the leaves fall.,coordination (and/or)
deepseek-r1,LRM,deepseek,11,The chef stirs the pot and the pot bubbles.,coordination (and/or)
deepseek-r1,LRM,deepseek,11,The child waters the plant and the plant grows.,coordination (and/or)
deepseek-r1,LRM,deepseek,11,The artist paints the canvas and the canvas dries.,coordination (and/or)
deepseek-r1,LRM,deepseek,12,"The mountain, the river, the forest, and the valley echoed, flowed, rustled, and towered.",coordination (and/or)
deepseek-r1,LRM,deepseek,12,"The chef, the gardener, the painter, and the musician composed, planted, brushed, and stirred.",coordination (and/or)
deepseek-r1,LRM,deepseek,12,"The clock, the book, the lamp, and the chair ticked, opened, glowed, and stood.",coordination (and/or)
deepseek-r1,LRM,deepseek,12,"The eagle, the dolphin, the lion, and the antelope soared, swam, roared, and grazed.",coordination (and/or)
deepseek-r1,LRM,deepseek,12,"The storm, the rainbow, the dew, and the frost raged, arched, glistened, and melted.",coordination (and/or)
deepseek-r1,LRM,deepseek,13,The princess loves the prince.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,13,The prince advises the queen.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,13,The queen obeys the king.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,13,The king rules.,wrong length: 3 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,13,The king loves the queen.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,14,The pebble shifted slightly.,wrong length: 4 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,14,The leaf fluttered downward.,wrong length: 4 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,14,The squirrel scampered away.,wrong length: 4 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,14,The architect drafted new plans.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,14,The director orchestrated the entire event.,wrong length: 6 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,15,The teacher instructed the student completed the principal approved the janitor repaired.,"pos 2 is ""instructed"", expected det (the/a)"
deepseek-r1,LRM,deepseek,15,The chef prepared the waiter served the manager scheduled the supplier delivered.,"pos 2 is ""prepared"", expected det (the/a)"
deepseek-r1,LRM,deepseek,15,The author wrote the editor reviewed the publisher approved the printer published.,"pos 2 is ""wrote"", expected det (the/a)"
deepseek-r1,LRM,deepseek,15,The captain commanded the crew navigated the officer organized the mechanic fixed.,"pos 2 is ""commanded"", expected det (the/a)"
deepseek-r1,LRM,deepseek,15,The director filmed the actor performed the producer funded the designer created.,"pos 2 is ""filmed"", expected det (the/a)"
deepseek-r1,LRM,deepseek,16,The dog bites the cat.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,16,The cat scratches the mouse.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,16,The mouse nibbles the cheese.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,16,The cheese sits.,wrong length: 3 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,16,This ends the chain.,wrong length: 4 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,17,"Four nouns: king, queen, knight, dragon and four verbs: guarded, advised, ruled, slept.",coordination (and/or)
deepseek-r1,LRM,deepseek,17,The dragon guarded the knight.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,17,The knight advised the queen.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,17,The queen ruled the king.,wrong length: 5 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,17,The king slept.,wrong length: 3 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,20,The professor that the student that the dean praised admired published groundbreaking research.,wrong length: 13 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,20,The dog that the cat that the mouse terrified chased barked loudly at the mail carrier.,wrong length: 16 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,20,The artist that the gallery that the investors funded featured painted a stunning mural downtown.,"pos 9 is ""featured"", expected det (the/a)"
deepseek-r1,LRM,deepseek,20,The engineer that the company that the CEO founded hired designed an efficient new prototype.,"pos 9 is ""hired"", expected det (the/a)"
deepseek-r1,LRM,deepseek,20,The cake that the baker that the critic applauded baked won first prize at the competition.,wrong length: 16 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,21,The chef who prepared the meal that included the sauce which used the spices cooked.,relative pronoun: who
deepseek-r1,LRM,deepseek,21,The gardener who planted the flowers that attracted the bees which pollinated the trees grew.,relative pronoun: who
deepseek-r1,LRM,deepseek,21,The writer who drafted the story that featured the character who solved the mystery published.,relative pronoun: who
