model_key,model_type,template,run_idx,l1_sentences_count,induced_prompt_chars,induced_prompt_words,prompt_shorter_than_l1,l2_sentences_count,mean_sim,mean_max_sim,l1_error,induction_error
claude-sonnet-4.6-think,LRM,center_embedding,6,5,382.0,63.0,False,5,,,,
glm-4.5-think,LRM,center_embedding,5,5,105.0,14.0,True,5,,,,
deepseek-r1,LRM,center_embedding,6,5,,,,0,,,,Model deepseek/deepseek-r1 returned an empty response.
deepseek-v3,LLM,center_embedding,7,5,210.0,28.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,7,5,239.0,35.0,True,5,,,,
glm-4.5,LLM,center_embedding,7,5,84.0,15.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,7,5,256.0,42.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,7,5,258.0,42.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,7,5,216.0,37.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,7,5,53.0,10.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,7,5,280.0,42.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,8,5,261.0,44.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,7,5,81.0,11.0,True,5,,,,
deepseek-r1,LRM,center_embedding,4,5,505.0,86.0,False,5,,,,
deepseek-v3,LLM,center_embedding,8,5,247.0,32.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,8,5,197.0,34.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,6,5,190.0,32.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,8,5,76.0,12.0,True,5,,,,
glm-4.5,LLM,center_embedding,8,5,176.0,28.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,8,5,343.0,44.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,8,5,274.0,45.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,8,5,33.0,6.0,True,5,,,,
deepseek-v3,LLM,center_embedding,9,5,214.0,33.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,9,5,182.0,31.0,True,5,,,,
glm-4.5,LLM,center_embedding,9,5,132.0,21.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,9,5,234.0,39.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,9,5,233.0,39.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,9,5,323.0,47.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,9,5,67.0,11.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,9,5,94.0,15.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,8,5,403.0,65.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,10,5,239.0,38.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,9,5,277.0,45.0,True,5,,,,
deepseek-v3,LLM,center_embedding,10,5,180.0,30.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,10,5,190.0,34.0,True,5,,,,
glm-4.5,LLM,center_embedding,10,5,157.0,28.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,10,5,246.0,41.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,10,5,190.0,30.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,10,5,366.0,69.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,10,5,35.0,6.0,True,5,,,,
deepseek-r1,LRM,center_embedding,3,5,1251.0,182.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,11,5,58.0,8.0,True,5,,,,
deepseek-v3,LLM,center_embedding,11,5,283.0,45.0,True,5,,,,
deepseek-r1,LRM,center_embedding,8,5,576.0,92.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding,11,5,300.0,47.0,True,5,,,,
glm-4.5,LLM,center_embedding,11,5,143.0,24.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,11,5,225.0,36.0,True,5,,,,
deepseek-r1,LRM,center_embedding,7,5,173.0,35.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,10,5,68.0,16.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,11,5,233.0,39.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,11,5,409.0,67.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,11,5,296.0,43.0,True,5,,,,
deepseek-v3,LLM,center_embedding,12,5,197.0,26.0,True,5,,,,
deepseek-r1,LRM,center_embedding,9,5,118.0,29.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,12,5,201.0,33.0,True,5,,,,
glm-4.5,LLM,center_embedding,12,5,157.0,26.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,12,5,281.0,38.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,12,5,249.0,41.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,12,5,257.0,44.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,12,5,295.0,44.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,12,5,41.0,12.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,11,5,267.0,46.0,True,5,,,,
deepseek-v3,LLM,center_embedding,13,5,234.0,32.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,13,5,190.0,32.0,True,5,,,,
glm-4.5,LLM,center_embedding,13,5,128.0,20.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,13,5,243.0,37.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,13,5,388.0,65.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,13,5,157.0,25.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,13,5,79.0,12.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,13,5,283.0,51.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,12,5,111.0,17.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,14,5,93.0,14.0,True,5,,,,
deepseek-v3,LLM,center_embedding,14,5,208.0,35.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,14,5,218.0,38.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,14,5,237.0,37.0,True,5,,,,
glm-4.5,LLM,center_embedding,14,5,105.0,19.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,14,5,329.0,51.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,14,5,255.0,43.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,14,5,177.0,28.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,13,5,221.0,35.0,True,5,,,,
deepseek-r1,LRM,center_embedding,10,5,391.0,65.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,15,5,31.0,12.0,True,5,,,,
deepseek-r1,LRM,center_embedding,11,5,431.0,66.0,False,5,,,,
deepseek-v3,LLM,center_embedding,15,5,308.0,48.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,15,5,190.0,30.0,True,1,,,,
glm-4.5,LLM,center_embedding,15,5,183.0,28.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,15,5,249.0,44.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,15,5,188.0,29.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,15,5,216.0,38.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,15,5,241.0,37.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,15,5,163.0,40.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,16,5,83.0,12.0,True,5,,,,
deepseek-v3,LLM,center_embedding,16,5,260.0,39.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,16,5,172.0,29.0,True,1,,,,
gemini-3.5-flash-think,LRM,center_embedding,16,5,253.0,39.0,True,5,,,,
glm-4.5,LLM,center_embedding,16,5,125.0,19.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,16,5,156.0,25.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,16,5,336.0,57.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,14,5,244.0,39.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,16,5,346.0,60.0,True,5,,,,
deepseek-r1,LRM,center_embedding,12,5,277.0,40.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,16,5,213.0,32.0,True,5,,,,
deepseek-v3,LLM,center_embedding,17,5,222.0,31.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,17,5,39.0,7.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,17,5,164.0,28.0,True,5,,,,
glm-4.5,LLM,center_embedding,17,5,127.0,22.0,True,5,,,,
deepseek-r1,LRM,center_embedding,14,5,526.0,85.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding,17,5,235.0,37.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,17,5,169.0,25.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,17,5,246.0,41.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,17,5,318.0,46.0,True,5,,,,
deepseek-r1,LRM,center_embedding,13,5,356.0,55.0,True,5,,,,
deepseek-v3,LLM,center_embedding,18,5,295.0,50.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,17,5,91.0,17.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,18,5,181.0,30.0,True,5,,,,
glm-4.5,LLM,center_embedding,18,5,143.0,26.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,18,5,376.0,62.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding,18,5,205.0,33.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,18,5,295.0,45.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,18,5,314.0,52.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,18,5,39.0,7.0,True,5,,,,
deepseek-r1,LRM,center_embedding,15,5,453.0,81.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,19,5,55.0,8.0,True,5,,,,
deepseek-v3,LLM,center_embedding,19,5,178.0,26.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,19,5,151.0,25.0,True,5,,,,
glm-4.5,LLM,center_embedding,19,5,259.0,42.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,19,5,354.0,53.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,19,5,260.0,41.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,19,5,156.0,25.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,18,5,132.0,28.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,20,5,17.0,4.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,20,5,282.0,44.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,20,5,229.0,45.0,True,5,,,,
deepseek-r1,LRM,center_embedding,17,5,313.0,56.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,20,5,179.0,31.0,True,5,,,,
glm-4.5,LLM,center_embedding,20,5,97.0,14.0,True,5,,,,
deepseek-v3,LLM,center_embedding,20,5,176.0,22.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,20,5,310.0,44.0,True,5,,,,
deepseek-r1,LRM,center_embedding,18,5,236.0,36.0,True,0,,,,Model deepseek/deepseek-r1 returned an empty response.
claude-sonnet-4.6,LLM,center_embedding,20,5,251.0,41.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,19,5,112.0,17.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,19,5,263.0,44.0,True,5,,,,
deepseek-v3,LLM,center_embedding,21,5,141.0,21.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,21,5,213.0,34.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,21,5,254.0,45.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,20,5,222.0,39.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,21,5,93.0,15.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,21,5,234.0,40.0,True,5,,,,
glm-4.5,LLM,center_embedding,21,5,132.0,22.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,21,5,265.0,43.0,True,5,,,,
deepseek-r1,LRM,center_embedding,16,5,359.0,58.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,21,5,418.0,67.0,False,5,,,,
deepseek-v3,LLM,center_embedding,22,5,179.0,25.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,22,5,88.0,12.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,22,5,156.0,27.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,22,5,268.0,39.0,True,5,,,,
glm-4.5,LLM,center_embedding,22,5,179.0,26.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,22,5,319.0,49.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,22,5,156.0,25.0,True,5,,,,
deepseek-r1,LRM,center_embedding,20,5,462.0,76.0,False,5,,,,
deepseek-r1,LRM,center_embedding,19,5,333.0,57.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,22,5,287.0,53.0,True,5,,,,
deepseek-v3,LLM,center_embedding,23,5,175.0,23.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,23,5,234.0,35.0,True,5,,,,
glm-4.5,LLM,center_embedding,23,5,139.0,25.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,23,5,265.0,39.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,23,5,47.0,12.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,23,5,252.0,34.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,23,5,271.0,41.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,23,5,242.0,37.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,22,5,94.0,25.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,23,5,76.0,11.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,24,5,75.0,12.0,True,5,,,,
deepseek-r1,LRM,center_embedding,21,5,159.0,32.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,24,5,222.0,35.0,True,5,,,,
glm-4.5,LLM,center_embedding,24,5,116.0,20.0,True,5,,,,
deepseek-v3,LLM,center_embedding,24,5,210.0,29.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,24,5,182.0,30.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,24,5,365.0,58.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,24,5,316.0,57.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,24,5,226.0,35.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,21,5,125.0,24.0,True,5,,,,
deepseek-r1,LRM,center_embedding,22,5,296.0,46.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,25,5,285.0,48.0,True,5,,,,
deepseek-v3,LLM,center_embedding,25,5,218.0,34.0,True,5,,,,
glm-4.5,LLM,center_embedding,25,5,99.0,16.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,25,5,317.0,43.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,25,5,178.0,27.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,25,5,82.0,12.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,25,5,268.0,34.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,24,5,131.0,21.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,26,5,81.0,12.0,True,5,,,,
deepseek-r1,LRM,center_embedding,24,5,367.0,58.0,True,0,,,,Model deepseek/deepseek-r1 returned an empty response.
claude-sonnet-4.6-think,LRM,center_embedding,25,5,404.0,71.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding,26,5,193.0,33.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,26,5,242.0,42.0,True,5,,,,
glm-4.5,LLM,center_embedding,26,5,107.0,17.0,True,5,,,,
deepseek-v3,LLM,center_embedding,26,5,181.0,22.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,26,5,280.0,47.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,26,5,222.0,37.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,26,5,346.0,59.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,27,5,93.0,14.0,True,5,,,,
deepseek-v3,LLM,center_embedding,27,5,307.0,47.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,27,5,236.0,41.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,25,5,382.0,61.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding,27,5,180.0,30.0,True,1,,,,
glm-4.5,LLM,center_embedding,27,5,179.0,29.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,26,5,227.0,42.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,27,5,393.0,60.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding,27,5,251.0,43.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,27,5,290.0,49.0,True,5,,,,
deepseek-r1,LRM,center_embedding,23,5,191.0,39.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,28,5,241.0,36.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,27,5,85.0,12.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,28,5,211.0,32.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,28,5,197.0,34.0,True,5,,,,
glm-4.5,LLM,center_embedding,28,5,121.0,21.0,True,5,,,,
deepseek-v3,LLM,center_embedding,28,5,196.0,26.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,28,5,280.0,41.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,28,5,222.0,37.0,True,5,,,,
deepseek-r1,LRM,center_embedding,25,5,312.0,57.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,28,5,30.0,6.0,True,5,,,,
deepseek-v3,LLM,center_embedding,29,5,165.0,20.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,29,5,209.0,34.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,28,5,80.0,18.0,True,5,,,,
glm-4.5,LLM,center_embedding,29,5,151.0,23.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,29,5,271.0,40.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,29,5,233.0,34.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,29,5,182.0,28.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,29,5,45.0,9.0,True,5,,,,
deepseek-r1,LRM,center_embedding,27,5,180.0,30.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,29,5,65.0,11.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding,30,5,36.0,5.0,True,0,,,,
deepseek-v3,LLM,center_embedding,30,5,257.0,36.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding,30,5,208.0,36.0,True,5,,,,
glm-4.5,LLM,center_embedding,30,5,169.0,28.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding,30,5,216.0,35.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding,30,5,301.0,48.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding,30,5,263.0,44.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,30,5,423.0,68.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding,29,5,314.0,54.0,True,5,,,,
glm-4.5-think,LRM,center_embedding,30,5,89.0,15.0,True,5,,,,
deepseek-r1,LRM,center_embedding,26,5,362.0,67.0,False,5,,,,
deepseek-r1,LRM,center_embedding,28,5,130.0,19.0,True,5,,,,
deepseek-r1,LRM,center_embedding,29,5,325.0,61.0,True,5,,,,
deepseek-r1,LRM,center_embedding,30,5,363.0,65.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,1,5,288.0,39.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,1,5,155.0,29.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,1,5,88.0,12.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,1,5,194.0,25.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,1,5,134.0,19.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,1,5,201.0,31.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,2,5,193.0,28.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,1,5,132.0,20.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,2,5,260.0,45.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,2,5,231.0,43.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,2,5,262.0,36.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,2,5,137.0,24.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,2,5,194.0,27.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,1,5,25.0,5.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,2,5,200.0,31.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,1,5,178.0,30.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,2,5,32.0,6.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,3,5,182.0,27.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,3,5,209.0,38.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,3,5,167.0,24.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,3,5,282.0,38.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,3,5,217.0,31.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,3,5,165.0,25.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,3,5,193.0,28.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,3,5,40.0,7.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,2,5,104.0,14.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,4,5,176.0,25.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,4,5,213.0,34.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,4,5,164.0,26.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,4,5,90.0,12.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,4,5,165.0,25.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,4,5,186.0,27.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,4,5,30.0,5.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,4,5,186.0,28.0,False,5,,,,
